TimeStamp,TravelTime,MAC
1683319666,237,62:19:8a:c3:b0:bd
1683319699,243,1d:3e:90:4b:5c:48
1683319700,244,79:2a:2d:5b:05:f3
1683319700,244,50:b6:ba:3e:a7:c4
1683319700,244,7e:99:3b:78:6b:03
1683319700,244,44:94:32:8f:28:97
1683319704,250,4a:da:43:ad:ce:cf
1683319704,253,49:e6:41:db:cb:3c
1683319706,252,60:a5:c2:80:61:8c
1683319704,249,49:80:2a:0f:de:74
1683319708,256,23:e9:79:df:6d:d4
1683319708,256,73:e8:8c:6d:bf:f4
1683319721,229,6e:b2:bf:d3:7c:27
1683319740,274,32:02:21:e0:29:7d
1683319743,274,28:3c:91:61:ab:dc
1683319741,272,4e:95:1c:13:18:e0
1683319744,275,50:94:d9:d8:9d:aa
1683319760,252,2f:2f:07:4e:0f:11
1683319752,258,5d:86:5b:a5:10:42
1683319760,252,42:19:5d:ae:c9:b1
1683319752,257,4d:6d:3a:ee:2b:08
1683319753,258,1a:86:86:80:bf:22
1683319757,254,45:03:c0:27:43:4a
1683319757,257,63:fb:52:6a:a4:01
1683319759,253,49:3d:0d:38:70:4b
1683319759,252,28:2f:c2:f9:3c:fd
1683319817,293,1b:dc:45:f5:41:5e
1683319817,294,71:78:c0:3b:4c:6b
1683319797,226,b0:10:a0:12:b8:f2
1683319797,226,54:bb:28:8e:15:a4
1683319823,287,51:45:c6:21:9f:17
1683319823,282,73:7f:20:12:b4:38
1683319831,237,70:9d:39:1d:8b:15
1683319865,289,4f:8f:f8:6c:7f:da
1683319837,264,01:38:5d:8f:7f:45
1683319841,248,65:58:06:f5:80:de
1683319885,261,71:49:9a:16:e1:73
1683319874,241,46:b9:02:74:47:c5
1683319874,241,2c:41:a1:7a:0f:87
1683319893,255,75:41:0a:ff:c4:1b
1683319886,249,75:43:30:7f:d6:32
1683319886,248,6f:39:0e:d0:a7:a2
1683319886,248,5c:af:b4:c2:1f:f3
1683319887,249,41:61:cf:6f:a1:e3
1683319890,234,3c:cf:19:87:4e:4e
1683319908,252,01:5b:c5:56:c3:da
1683319909,249,64:d4:94:fd:26:af
1683319909,244,67:a8:48:f6:0e:a3
1683319926,237,48:b2:47:03:5d:4e
1683319927,239,57:02:13:65:7e:4d
1683319927,239,43:2d:2e:13:99:1b
1683319946,224,60:cb:0d:5b:55:f1
1683319993,337,db:15:10:50:e5:86
1683319958,249,5e:1a:16:1c:b1:87
1683319959,251,34:81:f4:87:17:86
1683319978,256,78:84:15:55:0d:6d
1683319977,256,39:2b:ed:fa:5e:f3
1683319978,257,5c:c4:0a:a0:d1:23
1683319977,260,6d:13:51:d8:f6:b9
1683319979,257,69:80:99:1f:de:b7
1683319990,236,64:0e:af:2f:eb:ab
1683319995,231,43:af:f9:ee:00:19
1683319991,237,3b:87:40:b6:2d:cc
1683320010,301,3c:68:16:23:a7:74
1683320007,297,4f:de:07:18:dd:7e
1683320010,297,44:fe:58:ca:25:be
1683320004,241,7a:5a:cc:5f:89:f4
1683320003,253,6a:bf:c8:be:29:21
1683320007,296,29:04:98:89:0f:c8
1683320010,237,78:5a:75:4d:57:12
1683320013,239,6c:6d:f0:27:58:34
1683320023,271,45:96:e7:a6:8a:58
1683320026,272,69:92:66:52:e8:c2
1683320020,266,64:28:a0:cd:10:9b
1683320021,240,3e:50:be:d7:6a:e8
1683320023,245,7c:4f:4c:43:cd:5f
1683320024,246,70:3e:9c:53:c1:cd
1683320047,277,26:12:a7:37:c8:2f
1683320047,275,6d:47:cb:7e:45:0a
1683320047,275,46:99:d0:f0:30:11
1683320054,291,b6:7b:0a:04:13:12
1683320053,258,7a:76:96:ac:f5:1d
1683320055,287,71:b7:6c:a5:e1:69
1683320052,286,00:25:ca:82:21:74
1683320053,256,60:ce:90:42:e5:cf
1683320055,287,2e:80:60:73:90:37
1683320061,301,c0:0d:18:a1:73:79
1683320078,250,40:30:73:ca:80:79
1683320077,252,18:b9:25:2e:93:1f
1683320083,237,5b:a7:1f:e5:e1:73
1683320087,241,07:a9:ec:e4:06:c3
1683320087,241,56:3f:c8:c8:1f:a4
1683320087,241,52:e5:1d:1f:ed:0f
1683320087,241,74:56:5b:03:dd:55
1683320098,263,fc:4b:bc:d4:54:4b
1683320109,247,53:ec:f8:ad:f7:8d
1683320110,251,18:f4:d8:bf:d6:62
1683320110,248,68:9a:3e:0b:f3:0b
1683320111,250,1c:a2:62:c4:6c:aa
1683320114,237,5a:06:73:cc:35:57
1683320113,239,5b:5f:e5:f2:c6:04
1683320114,238,7c:97:ab:30:55:e0
1683320137,266,54:5b:7d:b2:30:13
1683320145,270,6c:64:48:8b:a7:92
1683320137,267,65:4b:d8:f6:52:18
1683320137,266,0a:2f:0d:93:d5:c6
1683320150,242,63:66:4e:9b:04:a1
1683320143,237,5b:d0:1c:fd:47:db
1683320144,238,40:63:64:1d:ec:27
1683320144,239,0d:04:39:93:1c:ad
1683320149,244,04:08:75:b1:ca:c5
1683320149,242,12:48:c9:22:3f:42
1683320165,238,53:84:ce:24:7c:56
1683320176,229,36:58:aa:9e:8a:02
1683320207,251,61:4d:78:7d:36:f4
1683320176,229,7f:7a:d3:38:0a:98
1683320176,229,7b:5c:48:25:f7:5a
1683320176,229,57:46:be:3e:57:60
1683320189,243,4b:8e:af:74:4a:2a
1683320232,288,02:a6:a6:2b:bb:da
1683320210,281,6b:e4:9d:62:9d:71
1683320213,236,4c:69:a4:1e:fe:a5
1683320227,231,59:d4:b8:77:b9:c5
1683320235,292,7d:b7:4a:d0:35:fa
1683320226,281,84:25:3f:53:ba:2b
1683320227,230,74:15:ad:14:ba:9c
1683320227,231,37:39:3f:23:e5:f9
1683320229,287,6e:4c:2f:4e:0f:81
1683320238,236,68:dd:24:19:d0:22
1683320238,236,7e:47:b4:6f:d1:5b
1683320244,242,5e:bb:5c:14:2f:92
1683320239,237,7a:63:e1:6f:d4:f5
1683320239,237,2a:fd:22:a2:f0:79
1683320247,236,41:4c:d1:06:4b:5b
1683320247,236,3f:e0:21:b1:d6:b2
1683320247,236,52:5d:00:cb:95:8a
1683320248,237,55:a2:98:2d:1b:08
1683320253,236,63:ec:c6:e6:a5:94
1683320300,233,64:de:77:d9:33:93
1683320303,247,73:4b:ee:ab:f6:3d
1683320298,280,48:70:1e:a9:81:0b
1683320298,284,37:bc:a7:b2:44:80
1683320298,283,6b:06:96:1b:77:f1
1683320311,252,00:71:30:10:0f:43
1683320315,257,49:5d:c5:9b:a9:b6
1683320327,303,48:48:5f:6c:6b:3e
1683320326,307,46:0d:85:9f:d4:28
1683320327,303,34:c1:c5:4c:0d:26
1683320350,248,40:e4:8f:1c:e6:31
1683320350,248,46:e3:33:0a:62:52
1683320351,249,64:4c:7d:25:4f:1c
1683320370,292,5b:e0:1c:66:b1:57
1683320393,249,4b:34:7f:85:51:68
1683320413,282,7b:2f:90:be:a1:31
1683320453,309,65:d0:ed:6c:1d:c4
1683320449,312,5d:86:85:6b:1b:a3
1683320445,248,7b:0c:c3:ed:5b:17
1683320436,305,43:05:23:29:7a:ce
1683320445,306,76:6e:ea:48:8a:8c
1683320473,299,4e:90:90:d6:12:56
1683320440,300,4b:c7:d4:37:08:2c
1683320468,254,55:a1:12:c0:49:a4
1683320469,257,4e:86:37:0c:41:bd
1683320469,259,31:8e:4c:8b:b5:82
1683320470,256,5b:89:8a:ad:c5:7f
1683320489,240,5d:b5:8c:ea:c9:94
1683320489,240,76:7d:a1:88:71:33
1683320489,240,5b:19:af:1d:5b:a3
1683320497,225,68:7a:a2:fb:cd:18
1683320497,225,6f:09:6f:3e:7c:a6
1683320507,237,5a:94:b6:33:5a:50
1683320508,238,6e:63:e7:bb:66:83
1683320508,241,1b:40:2e:17:e4:56
1683320508,238,3d:b9:37:b1:fd:dd
1683320536,286,88:c6:26:41:70:ed
1683320524,274,72:a1:ec:86:a4:c9
1683320519,269,35:3e:7e:2b:60:b1
1683320563,308,1c:13:38:04:60:2e
1683320554,259,42:87:42:44:3b:17
1683320548,253,52:7c:f6:d2:7d:06
1683320549,255,60:26:ba:93:c9:68
1683320564,312,74:03:83:54:fc:43
1683320563,308,7d:68:78:40:bc:45
1683320569,242,74:5e:1c:de:8f:40
1683320586,247,63:5a:a5:f9:40:eb
1683320641,303,13:6f:1d:c2:23:6a
1683320627,290,48:9f:02:e0:5e:b2
1683320633,264,7b:36:82:7a:32:1c
1683320673,278,00:17:1a:b3:d1:53
1683320673,279,62:37:01:08:a3:68
1683320649,338,00:25:ca:2d:4d:f8
1683320657,273,52:14:36:bf:c4:b6
1683320659,243,fb:74:d0:a5:63:ce
1683320675,273,60:b7:96:e1:69:e4
1683320663,268,4d:d5:2f:ec:a8:35
1683320678,289,5b:a3:92:72:d7:41
1683320677,262,58:7d:e0:b9:16:f5
1683320673,286,4c:ce:2d:13:25:25
1683320676,290,f0:99:19:c2:f6:03
1683320678,257,77:e3:86:f4:f4:74
1683320679,290,03:d4:6d:46:94:6c
1683321951,6801,cc:06:54:4d:84:71
1683320680,293,4b:c4:59:4f:9f:2e
1683320691,229,fc:4b:bc:eb:75:a1
1683320704,240,00:08:55:4e:11:51
1683320707,240,70:f1:2c:50:e5:52
1683320707,240,76:b0:ac:01:4e:0e
1683320707,240,7f:21:81:40:27:e3
1683320707,240,40:d4:49:ff:85:43
1683320707,240,21:7a:53:e2:ff:90
1683320709,236,69:9f:e7:56:03:a2
1683320713,267,16:e4:16:24:bd:96
1683320728,257,60:c8:0f:64:41:58
1683320728,256,72:48:ae:a6:2e:44
1683320744,288,61:80:82:86:92:9c
1683320744,266,0d:f2:01:d4:73:73
1683320741,264,5d:46:43:87:a1:97
1683320741,263,58:0f:2c:a4:cf:3b
1683320742,236,5b:c8:18:34:de:76
1683320744,238,44:b7:d0:2c:91:3d
1683320766,322,f8:55:48:aa:22:c4
1683320767,326,6c:6b:03:43:28:af
1683320755,308,56:80:c0:32:fe:01
1683320765,324,0b:c0:1c:20:6a:b6
1683320767,326,2c:a7:74:e3:44:cb
1683320767,322,f8:55:48:a9:f3:8c
1683320768,324,2c:a7:74:e3:4d:f6
1683320811,367,f8:55:48:af:c0:c3
1683320776,329,2c:a7:74:e0:48:0e
1683320765,267,5e:d7:e3:fc:f3:a6
1683320765,266,66:74:4a:bc:0b:e6
1683320765,267,3e:1a:94:06:e1:5d
1683320766,322,2c:a7:74:da:15:ce
1683320774,330,2c:a7:74:e0:65:66
1683320774,250,04:ae:d6:0b:7a:3b
1683320789,237,90:f1:57:d2:b7:d1
1683320803,314,61:62:cf:b5:1a:8e
1683320803,316,15:f9:f8:01:98:05
1683320803,248,59:82:bf:c2:dc:ec
1683320795,220,77:3f:ab:69:97:51
1683320808,265,2c:0c:4b:12:55:5a
1683320807,264,42:50:fa:75:d4:9e
1683320807,214,00:bc:da:ec:8d:af
1683320818,305,4c:cc:a6:26:c6:4c
1683320825,218,51:5f:87:63:50:bb
1683320819,212,54:a1:ae:6a:78:fa
1683320819,213,dc:0d:30:13:15:de
1683320820,213,49:66:8a:a0:da:d6
1683320830,24489,74:d7:ca:20:9c:f2
1683320836,234,1e:53:05:bd:6e:08
1683320835,232,4b:3c:cd:37:43:0a
1683320839,240,6a:71:41:52:2b:76
1683320840,241,2c:b2:16:eb:80:5c
1683320849,265,04:91:62:28:b2:91
1683320844,240,4b:dd:f5:47:4b:72
1683320848,262,d4:7f:78:9c:13:2f
1683320894,300,2c:a7:74:e3:6d:a4
1683320911,237,4c:20:90:3d:7f:90
1683320894,299,f8:55:48:a9:ed:bd
1683320908,234,3e:e8:8e:0b:f3:5a
1683320914,318,2c:a7:74:df:e0:b0
1683320894,303,e4:52:1e:6a:6f:54
1683320895,305,2c:a7:74:e0:8e:1a
1683320922,306,b4:c2:6a:6f:f7:97
1683320893,298,2c:a7:74:e3:4d:ae
1683320894,303,f8:55:48:ae:0f:e2
1683320895,304,74:46:b3:a6:89:96
1683320927,272,68:b6:a6:96:f0:36
1683320905,249,00:86:e3:55:f7:b4
1683320905,249,73:28:5f:ce:b8:0d
1683320913,301,b0:38:e2:10:e4:b1
1683320923,252,5b:4a:ee:1a:04:8d
1683320926,256,24:cf:53:c0:6f:e0
1683320923,306,41:54:15:88:46:d5
1683320934,269,7b:a3:99:0b:8d:58
1683320957,230,6a:42:63:a2:1c:97
1683320966,758,79:cc:74:f0:80:75
1683320965,757,09:85:f0:b4:c8:29
1683320966,758,69:cc:30:a3:40:11
1683320970,247,19:a2:65:78:81:02
1683320971,252,7a:40:41:35:4d:97
1683320971,248,88:c6:26:2e:f7:41
1683320972,249,1b:a5:95:48:db:b6
1683320987,208,50:c7:bd:34:a7:4f
1683320985,246,30:af:e3:c9:91:e7
1683320986,245,57:6d:5a:e9:14:52
1683320986,245,7d:4a:09:e8:11:5b
1683320985,244,76:e3:0f:3f:1a:d4
1683321016,238,3c:db:2f:97:da:29
1683320985,244,fd:c1:08:d4:0b:36
1683320990,243,7a:65:d5:c0:de:b7
1683320990,242,76:1a:e3:d7:94:92
1683320994,246,28:ba:cd:44:47:34
1683320991,243,76:50:04:e1:7d:76
1683320998,263,34:81:f4:c0:57:a8
1683321013,271,49:1d:4f:e8:0e:ab
1683321009,242,59:c9:9e:98:fc:37
1683321010,221,55:24:2d:e8:11:8e
1683321017,242,2e:ab:1a:eb:4a:b2
1683321012,270,5a:a9:f2:c7:a7:eb
1683321014,272,56:d1:32:b2:f5:12
1683321014,272,79:d9:d5:6c:2f:23
1683321073,288,71:51:fa:10:80:ed
1683321046,282,1f:7d:e5:02:f7:55
1683321045,284,5e:4a:ec:9f:68:e1
1683321043,267,4c:32:76:34:ca:8a
1683321081,299,ec:2e:98:bf:a4:34
1683321047,223,21:56:46:10:dd:58
1683321050,226,41:f6:55:16:31:6b
1683321050,256,f0:18:98:3e:31:23
1683321050,226,5d:af:76:0b:92:f0
1683321050,226,7b:c3:3a:21:a1:dd
1683321051,239,53:a7:b1:d7:14:98
1683321051,241,14:c7:34:a0:b5:e8
1683321054,259,5f:56:e3:8d:be:60
1683321057,228,4d:e2:d9:9a:a5:24
1683321054,241,68:8e:78:8e:ce:96
1683321056,227,44:5b:d1:cb:2e:74
1683321060,259,75:58:5f:ff:47:fd
1683321064,254,6e:04:64:38:1e:72
1683321064,254,62:3f:b3:08:8d:14
1683321064,254,6d:17:a9:4a:a8:36
1683321088,278,72:65:69:40:ed:d9
1683321094,233,5f:4c:3f:11:17:04
1683321090,213,4b:84:d7:64:59:e5
1683321091,217,75:bc:1b:04:1e:e2
1683321134,302,ed:e7:61:ed:d1:8d
1683321134,294,e2:61:f7:3e:71:1d
1683321150,11610,ec:7c:57:9d:87:e4
1683321151,253,4c:7c:76:bc:81:6b
1683321151,253,72:2c:55:cc:1b:c9
1683321151,254,5d:34:80:53:c6:27
1683321151,253,6b:71:7c:86:de:ba
1683321152,236,0a:16:23:dd:26:94
1683321160,262,2e:66:21:bb:e2:9e
1683321156,258,73:ca:cb:77:c1:5c
1683321154,238,5c:08:65:c9:26:a2
1683321152,254,4e:5f:d5:22:a5:e9
1683321152,255,1b:32:43:3a:55:28
1683321152,254,63:e8:c1:0b:d5:b9
1683321154,240,7b:8a:65:23:d5:2f
1683321171,247,7b:cc:03:47:bf:92
1683321177,250,45:20:9b:e1:31:4c
1683321178,254,04:e4:5f:21:f4:22
1683321178,251,44:84:d6:6c:89:b1
1683321207,277,75:d5:17:94:eb:5b
1683321197,259,62:73:07:89:41:d5
1683321204,307,90:f1:57:56:d3:86
1683321210,240,5f:5b:a3:a4:48:49
1683321211,241,31:4b:4f:db:2e:bd
1683321214,237,7f:74:69:07:27:13
1683321215,239,88:c6:26:b1:93:91
1683321216,238,7a:e0:f3:23:09:78
1683321216,238,55:17:5f:2c:f2:65
1683321217,239,6c:7c:39:7f:64:f1
1683321244,305,4e:39:c4:5c:b6:33
1683321237,261,2d:23:62:fb:ee:e2
1683321236,260,79:62:cf:ab:0d:fe
1683321257,240,79:14:81:69:f4:e5
1683321249,231,5c:48:d5:03:69:58
1683321251,235,56:55:98:71:1d:ab
1683321256,240,31:b8:4a:88:7e:fe
1683321247,243,4a:b1:6c:8a:15:2d
1683321250,234,7d:ac:81:7e:e7:38
1683321258,264,0b:68:1f:10:cd:9d
1683321251,238,33:ae:d6:19:07:fa
1683321251,238,7e:fb:c4:eb:35:b8
1683321257,262,78:f5:0a:c7:14:5d
1683321257,264,50:90:6e:01:8a:96
1683321266,243,45:fd:fe:3f:7b:d8
1683321255,256,c4:f0:92:83:90:06
1683321261,264,6e:c9:c4:ef:4d:cc
1683321261,264,1e:b0:2c:0a:37:8a
1683321266,242,47:ab:33:a8:0b:61
1683321261,264,53:73:9f:b8:d8:5b
1683321262,264,5b:58:b7:be:3e:fc
1683321266,251,54:e7:9b:ee:57:7c
1683321270,1401,4c:a8:d9:a9:c9:4b
1683321306,278,4b:be:f2:d9:a1:05
1683321340,312,37:07:25:1c:5a:e7
1683321304,298,57:3f:fc:2e:e0:c4
1683321306,271,5f:dc:2a:12:48:3e
1683321306,279,12:a6:44:1c:24:7c
1683321307,278,44:cb:3c:f7:5c:a4
1683321307,278,5d:e6:be:17:6a:36
1683321308,267,34:a0:8f:30:ee:31
1683321308,272,4b:43:77:12:0b:a5
1683321309,280,30:51:b6:15:05:66
1683321314,247,0c:ae:04:b5:b5:69
1683321314,245,6b:18:1e:b0:c2:40
1683321314,246,df:2d:7b:e2:15:15
1683321325,281,a4:c1:38:8b:4b:4f
1683321324,259,48:98:c2:df:27:4e
1683321324,259,68:e7:33:8f:4c:03
1683321324,261,11:0b:d1:82:42:8c
1683321324,260,7e:6d:17:31:9b:d9
1683321327,279,40:87:64:c5:70:b5
1683321340,796,4a:8a:2d:0a:87:29
1683321382,300,d0:c5:d3:ba:b4:7a
1683321364,268,34:81:f4:e2:57:71
1683321385,277,34:2e:09:1a:fa:64
1683321383,300,14:13:0b:15:fc:48
1683321424,300,00:25:52:db:41:70
1683321389,289,42:6d:9c:07:6b:0a
1683321390,289,57:b3:9f:60:40:7b
1683321390,289,52:e4:c1:a5:0b:4b
1683321390,290,70:17:28:9b:52:ee
1683321400,246,64:9c:f4:77:3e:a3
1683321400,246,7b:60:dc:e7:b7:25
1683321439,264,4c:47:e7:03:d7:5f
1683321437,259,7d:ef:51:9c:04:29
1683321445,265,c0:28:8d:45:b0:56
1683321473,291,3c:68:16:24:68:8a
1683321440,265,2d:6c:31:39:a6:7f
1683321440,266,34:de:08:45:dd:12
1683321444,259,60:e9:11:27:d2:96
1683321444,260,24:dd:f7:e3:e8:f6
1683321442,263,64:06:80:3c:09:f1
1683321443,260,29:e6:37:1a:a4:60
1683321444,259,14:33:d5:05:7d:ce
1683321444,259,6c:9e:7b:79:d6:d7
1683321443,258,46:ff:cd:58:58:44
1683321444,260,7e:35:a4:92:8c:72
1683321444,259,70:b9:10:08:08:d1
1683321444,259,5d:6c:1f:d6:c7:31
1683321489,274,51:97:00:7f:1e:55
1683321489,273,2d:d8:f0:e8:c7:d4
1683321460,244,44:75:45:fb:3a:36
1683321474,247,52:bb:d7:c0:2e:0b
1683321467,240,4f:d2:d6:b3:3a:e7
1683321468,242,73:f8:2b:72:db:12
1683321468,243,39:53:5a:89:bc:aa
1683321468,241,61:83:41:c7:bf:23
1683321494,310,68:27:19:d2:df:a9
1683321482,255,27:46:f3:dd:37:98
1683321482,256,3c:ab:15:af:ef:d5
1683321482,255,49:68:ae:64:02:81
1683321494,312,39:6f:e7:cd:af:da
1683321494,313,53:fe:eb:0b:18:e9
1683321494,313,43:df:c0:10:03:37
1683321552,259,0c:0c:33:47:ac:68
1683321557,289,b4:c2:6a:5b:54:cd
1683321555,291,3c:68:16:1f:50:de
1683321541,256,65:27:d6:2a:68:5f
1683321540,255,24:4c:48:e6:f7:f6
1683321552,264,6a:20:db:e4:07:fb
1683321544,298,45:34:ed:09:9e:bd
1683321544,298,5b:b9:7c:6b:02:bc
1683321552,260,5a:98:36:e8:ff:08
1683321553,291,00:25:ca:51:75:d6
1683321600,291,78:8c:6d:26:5f:0d
1683321568,251,1e:36:2f:bf:98:52
1683321574,250,49:29:6c:41:03:2c
1683321575,252,1d:0b:a6:26:b6:9b
1683321586,260,6f:cb:56:0a:e7:1d
1683321587,271,0e:66:17:51:f6:fe
1683321582,258,41:32:1c:c1:69:bc
1683321587,266,75:39:92:eb:9a:13
1683321587,267,56:f9:fd:a8:e2:88
1683321589,254,49:83:4c:c0:15:55
1683321592,259,3a:e1:1c:ca:d9:ba
1683321592,259,58:8c:dd:f8:d6:7d
1683321599,290,3c:89:3c:05:89:c3
1683321599,290,6d:29:5c:48:1d:c8
1683321599,285,2f:53:6e:8f:ec:29
1683321600,291,55:c4:af:44:19:d5
1683321600,291,72:09:b4:6b:9f:db
1683321610,280,48:2d:1c:89:29:d0
1683321601,234,6e:48:38:fe:c3:95
1683321601,235,42:d5:df:b2:16:2d
1683321602,237,1b:c5:21:16:ff:9a
1683321608,254,1d:ce:fe:f2:66:c5
1683321609,255,47:03:f2:45:e9:d6
1683321620,188,0f:58:de:ee:75:ba
1683321625,271,7a:ec:bf:16:25:17
1683321625,271,6f:ed:f5:f0:9c:a1
1683321624,248,50:40:48:b0:0b:7f
1683321624,268,d3:a7:49:42:ff:8e
1683321624,260,1d:ec:84:b2:17:41
1683321645,252,33:d2:45:44:db:4d
1683321646,248,49:d6:f3:2d:0c:29
1683321646,253,41:a5:ec:6b:2d:ff
1683321646,253,35:05:84:56:02:0e
1683321646,254,6a:29:72:3e:fb:f1
1683321646,253,48:40:32:2d:98:41
1683321650,247,76:8d:f3:20:23:7a
1683321660,228,58:51:5d:f7:0a:24
1683321698,255,05:b9:70:91:58:3b
1683321685,247,4f:77:f5:d0:0f:41
1683321685,247,79:e4:b3:db:19:f0
1683321685,247,20:76:11:80:30:39
1683321719,222,00:25:ca:5d:2d:28
1683321686,248,7d:85:49:42:05:0d
1683321694,245,73:2b:31:a5:5f:8d
1683321707,245,5f:d6:04:0a:28:ad
1683321707,244,7f:93:cb:f2:ab:36
1683321707,244,f1:dd:e9:76:e3:42
1683321716,292,5e:09:3f:f1:cb:e1
1683321712,227,2b:a2:93:74:10:3d
1683321761,343,52:81:a3:97:e1:0e
1683321714,226,5d:5a:c3:af:66:7b
1683321724,307,55:05:af:b0:c3:e7
1683321754,310,3c:68:16:25:55:ec
1683321738,2024,4c:ce:2d:1c:b6:3f
1683321739,354,69:ff:b9:df:d9:bd
1683321754,309,14:bd:20:79:fe:11
1683321752,307,4b:0a:fe:cd:f4:63
1683321746,255,51:45:bd:1b:a0:93
1683321747,252,57:59:91:bf:9f:a8
1683321746,255,23:4b:56:0f:ed:88
1683321764,261,76:36:87:eb:ae:af
1683321762,257,4e:f6:68:96:54:0f
1683321762,257,35:a6:b9:98:b1:ee
1683321762,256,6d:6b:e9:02:d5:57
1683321766,266,17:e1:13:5e:65:5e
1683321765,263,6b:8a:14:20:f1:5e
1683321779,256,7b:46:2d:e9:67:b7
1683321778,243,61:c6:93:3c:2e:a5
1683321778,258,31:61:c1:62:b7:d8
1683321778,255,66:12:ad:4c:99:86
1683321789,290,65:2d:23:97:8c:1e
1683321779,245,49:85:cc:cc:73:87
1683321779,243,41:f1:ac:a3:81:e8
1683321779,243,53:7b:05:3b:75:b1
1683321779,243,b4:60:77:d9:c8:0e
1683321834,290,41:f2:f0:20:7e:6e
1683321825,251,52:dc:13:1e:19:79
1683321821,259,7a:ae:30:75:ee:4a
1683321876,310,00:25:52:d8:05:a2
1683321856,302,4e:1f:1c:bd:01:72
1683321856,240,75:39:f1:39:00:a6
1683321876,302,00:25:52:d9:2b:43
1683321855,300,57:0c:ef:3d:fd:bc
1683321869,333,80:91:33:ff:ad:f8
1683321855,240,67:01:8e:db:f8:c2
1683321856,301,4f:3e:48:7c:c2:f6
1683321877,298,75:9a:70:64:8c:01
1683321884,267,51:0c:80:da:9a:ec
1683321884,268,68:5a:07:21:78:33
1683321884,268,72:99:b0:6a:d6:b2
1683321884,268,78:53:31:08:70:c1
1683321888,271,29:4b:11:b0:29:28
1683321884,267,63:1a:cc:b1:00:ce
1683321884,268,7b:ff:3c:ec:0d:8d
1683321887,243,39:a6:69:c1:2c:fc
1683321888,243,7d:87:9d:39:1b:bb
1683321890,252,63:2c:c6:6f:92:c6
1683321914,243,7c:36:0b:5e:0d:e9
1683321914,245,63:f1:e3:59:3d:2a
1683321914,247,4a:aa:74:5c:38:49
1683321915,246,77:20:d6:c1:f7:97
1683321935,269,40:3b:3b:42:47:f7
1683321935,273,23:9c:f8:16:9d:6f
1683321935,269,47:cd:4c:03:e4:2c
1683321997,271,b4:c2:6a:46:19:f5
1683321969,235,7c:7b:49:8a:fd:4d
1683321969,236,7e:ab:c8:12:b3:d0
1683321969,234,44:26:63:df:ac:72
1683321969,236,2c:41:a1:ee:34:1c
1683321981,245,56:45:18:bb:8a:d2
1683321982,247,4a:b0:06:5f:89:c8
1683322003,277,80:c5:f2:c1:de:88
1683321998,269,40:e1:44:4a:52:4a
1683321999,250,55:55:d5:a5:0d:bf
1683321999,270,0b:2e:f0:c9:2c:aa
1683321999,266,6a:f6:0a:c8:09:27
1683321999,266,71:ea:33:03:6c:1c
1683322004,299,b7:fb:c4:d8:05:c9
1683322024,252,6a:01:ed:c4:3f:13
1683322024,244,66:3d:e5:b4:bb:3e
1683322014,227,e2:6e:af:bd:65:17
1683322013,226,c2:6a:72:53:b7:cc
1683322014,227,00:08:00:00:10:86
1683322034,284,06:e9:c0:37:d3:de
1683322066,279,4e:a9:f1:7c:f0:30
1683322040,250,69:2a:3e:8e:95:eb
1683322041,251,7b:60:c2:6b:2d:45
1683322032,62491,14:13:0b:29:b6:e0
1683322065,278,05:c0:20:2e:f9:fa
1683322040,250,65:6e:82:0a:24:c2
1683322052,228,69:55:bf:29:23:81
1683322087,288,62:d3:82:25:d6:0e
1683322057,275,74:d7:ca:b9:e3:d6
1683322064,283,17:92:dd:19:0a:73
1683322062,278,35:9b:40:16:22:c1
1683322064,280,61:f7:18:e3:05:16
1683322067,279,76:d9:ae:6c:5d:45
1683322064,280,22:6c:db:07:9e:c2
1683322064,280,5e:97:73:0f:6f:9b
1683322064,281,65:1b:2d:db:fd:83
1683322064,281,42:27:f9:e4:74:73
1683322064,281,4f:a0:39:32:af:1d
1683322085,255,6d:0a:aa:28:05:d1
1683322087,290,33:63:79:cf:2f:b1
1683322080,250,73:e6:10:db:f5:fc
1683322098,232,4c:87:5d:11:c1:8e
1683322108,235,68:2f:5d:a5:21:df
1683322108,236,24:07:e4:b1:12:a6
1683322126,224,61:64:d4:62:a7:3f
1683322126,223,5d:db:bb:7b:73:45
1683322127,225,6d:20:d5:2e:3e:a0
1683322127,224,66:80:f8:3a:13:51
1683322151,237,e3:00:c1:db:0d:03
1683322137,266,66:9b:99:fe:ef:52
1683322137,266,45:44:9a:fe:ba:8d
1683322136,266,47:9c:57:05:e7:df
1683322137,267,f7:5f:1a:d2:6e:f9
1683322148,259,0d:12:2b:2c:42:48
1683322138,267,e9:c2:e5:fc:52:85
1683322139,235,6e:6f:1d:31:2a:75
1683322141,235,25:ed:c3:d4:e1:53
1683322144,250,60:e0:17:b6:a3:d2
1683322143,252,6d:d1:f4:ed:62:92
1683322144,251,7d:d9:4c:ec:01:ee
1683322144,254,69:04:9f:d2:8c:87
1683322144,250,7d:8b:2b:74:ec:d7
1683322145,233,67:44:98:2b:74:bf
1683322149,258,7a:dc:ef:67:70:a8
1683322150,363,9c:9c:1d:3b:49:64
1683322153,261,5b:bf:87:80:4e:4e
1683323871,13726,cc:d9:ac:e2:ea:f9
1683324944,9256,f6:3b:02:3b:a4:97
1683324945,247,d8:9c:2c:3b:e3:c0
1683322816,286,f0:99:19:a2:c4:ef
